inventory_size
5
6
7
7
7
8
8
9
10
11
12
13
14
15
15
15
16
17
18
19
20
20
21
21
21
21
21
21
21
21
21
21
22
22
22
22
23
23
23
23
23
23
23
23
23
23
23
24
24
24
