inventory_size
5
6
6
7
8
9
9
10
11
12
13
14
14
15
15
16
17
18
19
20
21
22
22
22
22
22
22
22
22
22
22
22
22
22
22
22
23
23
24
25
25
25
25
25
26
26
26
26
26
26
