4.0
5.0
5.8
6.3
6.8
7.0
7.3
7.6
7.8
7.9
8.3
8.7
8.9
9.1
9.5
10.2
10.5
11.0
11.3
11.6
11.9
12.4
13.0
13.3
13.5
13.9
13.9
14.2
14.3
14.6
14.9
15.0
15.3
15.6
15.6
15.9
16.0
16.2
16.4
16.6
16.9
17.1
17.2
17.3
17.5
17.6
17.7
17.8
18.0
18.2
18.4
