id,trial,inventory,first,second,success,results,t
16,6,11,35,54,1,[148],0
16,7,12,3,6,1,[19],0
16,8,13,2,2,1,[578],0
16,9,14,3,26,1,[27],0
16,10,14,19,26,1,-1,0
16,11,14,2,26,1,-1,0
16,12,15,1,27,1,[31],0
16,13,16,1,1,1,[10],0
16,14,17,3,10,1,[563],0
16,15,17,26,563,1,-1,0
16,16,17,27,563,1,-1,0
16,17,18,27,27,1,[100],0
16,18,18,27,578,1,-1,0
16,19,19,71,71,1,[256],0
16,20,20,256,256,1,[302],0
16,21,21,0,27,1,[106],0
16,22,22,1,2,1,[5],0
16,23,22,3,5,1,-1,0
16,24,22,2,563,1,-1,0
16,25,23,0,0,1,[478],0
16,26,24,0,478,1,[329],0
16,27,25,0,329,1,[514],0
16,28,26,0,514,1,[8],0
16,29,27,0,8,1,[9],0
16,30,27,8,8,1,-1,0
16,31,27,514,514,1,-1,0
16,32,27,329,329,1,-1,0
16,33,27,9,9,1,-1,0
16,34,27,478,478,1,-1,0
16,35,27,27,514,1,-1,0
16,36,27,8,27,1,-1,0
16,37,27,9,27,1,-1,0
16,38,28,2,5,1,[7],0
16,39,30,6,7,1,"[25, 20]",0
16,40,32,31,35,1,"[184, 286]",0
16,41,34,0,5,1,"[356, 4]",0
16,42,35,578,578,1,[579],0
16,43,36,9,579,1,[247],0
16,44,37,1,247,1,[107],0
16,45,38,3,247,1,[162],0
16,46,40,107,162,1,"[532, 21]",0
16,47,40,1,21,1,-1,0
16,48,40,162,162,1,-1,0
16,49,40,3,162,1,-1,0
17,0,5,3,3,1,[6],0
17,1,6,2,6,1,[26],0
17,2,7,1,26,1,[35],0
17,3,8,26,26,1,[246],0
17,4,9,246,246,1,[71],0
17,5,10,26,35,1,[54],0
17,6,11,35,54,1,[148],0
17,7,12,3,6,1,[19],0
17,8,13,2,2,1,[578],0
17,9,13,2,26,1,-1,0
17,10,14,19,26,1,[27],0
17,11,14,3,26,1,-1,0
17,12,15,1,27,1,[31],0
17,13,16,1,1,1,[10],0
17,14,17,3,10,1,[563],0
17,15,17,26,563,1,-1,0
17,16,17,27,563,1,-1,0
17,17,18,27,27,1,[100],0
17,18,18,27,578,1,-1,0
17,19,19,71,71,1,[256],0
17,20,20,256,256,1,[302],0
17,21,21,2,563,1,[5],0
17,22,21,3,5,1,-1,0
17,23,21,1,2,1,-1,0
17,24,22,0,27,1,[106],0
17,25,23,0,0,1,[478],0
17,26,24,478,478,1,[329],0
17,27,25,329,329,1,[514],0
17,28,26,0,514,1,[8],0
17,29,27,0,8,1,[9],0
17,30,27,8,8,1,-1,0
17,31,27,514,514,1,-1,0
17,32,27,0,329,1,-1,0
17,33,27,9,9,1,-1,0
17,34,27,0,478,1,-1,0
17,35,27,9,27,1,-1,0
17,36,27,8,27,1,-1,0
17,37,27,27,514,1,-1,0
17,38,28,2,5,1,[7],0
17,39,30,6,7,1,"[25, 20]",0
17,40,32,31,35,1,"[184, 286]",0
17,41,32,31,31,1,-1,0
17,42,33,2,578,1,[579],0
17,43,34,9,579,1,[247],0
17,44,35,1,247,1,[107],0
17,45,36,3,247,1,[162],0
17,46,38,107,162,1,"[532, 21]",0
17,47,38,1,21,1,-1,0
17,48,38,162,162,1,-1,0
17,49,38,3,162,1,-1,0
18,0,5,3,3,1,[6],0
18,1,6,2,6,1,[26],0
18,2,7,1,26,1,[35],0
18,3,8,26,26,1,[246],0
18,4,9,246,246,1,[71],0
18,5,10,26,35,1,[54],0
18,6,11,35,54,1,[148],0
18,7,12,3,6,1,[19],0
18,8,13,3,26,1,[27],0
18,9,14,2,26,1,[578],0
18,10,14,2,2,1,-1,0
18,11,14,19,26,1,-1,0
18,12,15,1,27,1,[31],0
18,13,16,1,1,1,[10],0
18,14,17,3,10,1,[563],0
18,15,17,26,563,1,-1,0
18,16,17,27,563,1,-1,0
18,17,18,27,27,1,[100],0
18,18,18,27,578,1,-1,0
18,19,19,71,71,1,[256],0
18,20,20,256,256,1,[302],0
18,21,21,1,2,1,[5],0
18,22,21,3,5,1,-1,0
18,23,21,2,563,1,-1,0
18,24,22,0,27,1,[106],0
18,25,23,0,0,1,[478],0
18,26,24,478,478,1,[329],0
18,27,25,329,329,1,[514],0
18,28,26,514,514,1,[8],0
18,29,27,8,8,1,[9],0
18,30,27,0,8,1,-1,0
18,31,27,0,514,1,-1,0
18,32,27,0,329,1,-1,0
18,33,27,9,9,1,-1,0
18,34,27,0,478,1,-1,0
18,35,27,27,514,1,-1,0
18,36,27,9,27,1,-1,0
18,37,27,8,27,1,-1,0
18,38,28,2,5,1,[7],0
18,39,30,6,7,1,"[25, 20]",0
18,40,32,31,35,1,"[184, 286]",0
18,41,33,0,563,1,[4],0
18,42,34,19,71,1,[150],0
18,43,34,0,1,1,-1,0
18,44,35,0,5,1,[356],0
18,45,36,2,578,1,[579],0
18,46,37,9,579,1,[247],0
18,47,38,1,247,1,[107],0
18,48,39,3,247,1,[162],0
18,49,41,107,162,1,"[532, 21]",0
19,0,5,3,3,1,[6],0
19,1,6,2,6,1,[26],0
19,2,7,1,26,1,[35],0
19,3,8,26,35,1,[54],0
19,4,9,26,26,1,[246],0
19,5,10,246,246,1,[71],0
19,6,11,35,54,1,[148],0
19,7,12,3,6,1,[19],0
19,8,13,3,26,1,[27],0
19,9,14,2,2,1,[578],0
19,10,14,2,26,1,-1,0
19,11,14,19,26,1,-1,0
19,12,15,1,27,1,[31],0
19,13,16,1,1,1,[10],0
19,14,17,3,10,1,[563],0
19,15,17,26,563,1,-1,0
19,16,17,27,563,1,-1,0
19,17,18,27,578,1,[100],0
19,18,18,27,27,1,-1,0
19,19,19,71,71,1,[256],0
19,20,20,256,256,1,[302],0
19,21,21,1,2,1,[5],0
19,22,21,3,5,1,-1,0
19,23,22,0,27,1,[106],0
19,24,22,2,563,1,-1,0
19,25,23,0,0,1,[478],0
19,26,24,0,478,1,[329],0
19,27,25,0,329,1,[514],0
19,28,26,514,514,1,[8],0
19,29,27,8,8,1,[9],0
19,30,27,0,8,1,-1,0
19,31,27,0,514,1,-1,0
19,32,27,329,329,1,-1,0
19,33,27,9,9,1,-1,0
19,34,27,478,478,1,-1,0
19,35,27,9,27,1,-1,0
19,36,27,27,514,1,-1,0
19,37,27,8,27,1,-1,0
19,38,28,2,5,1,[7],0
19,39,30,6,7,1,"[25, 20]",0
19,40,32,31,35,1,"[184, 286]",0
19,41,33,0,1,1,[4],0
19,42,34,19,71,1,[150],0
19,43,35,2,578,1,[579],0
19,44,36,579,579,1,[247],0
19,45,37,1,247,1,[107],0
19,46,38,3,247,1,[162],0
19,47,40,107,162,1,"[532, 21]",0
19,48,40,1,21,1,-1,0
19,49,40,3,162,1,-1,0
