id,trial,inventory,first,second,success,results,t
4,22,22,2,563,1,[5],0
4,23,22,3,5,1,-1,0
4,24,22,1,2,1,-1,0
4,25,23,0,0,1,[478],0
4,26,24,478,478,1,[329],0
4,27,25,329,329,1,[514],0
4,28,26,514,514,1,[8],0
4,29,27,0,8,1,[9],0
4,30,27,8,8,1,-1,0
4,31,27,0,514,1,-1,0
4,32,27,0,329,1,-1,0
4,33,27,9,9,1,-1,0
4,34,27,0,478,1,-1,0
4,35,27,27,514,1,-1,0
4,36,27,8,27,1,-1,0
4,37,27,9,27,1,-1,0
4,38,28,2,5,1,[7],0
4,39,30,6,7,1,"[25, 20]",0
4,40,32,31,35,1,"[184, 286]",0
4,41,32,31,31,1,-1,0
4,42,33,0,1,1,[4],0
4,43,34,2,578,1,[579],0
4,44,35,9,579,1,[247],0
4,45,36,1,247,1,[107],0
4,46,37,3,247,1,[162],0
4,47,39,107,162,1,"[532, 21]",0
4,48,39,1,21,1,-1,0
4,49,39,162,162,1,-1,0
5,0,5,3,3,1,[6],0
5,1,6,2,6,1,[26],0
5,2,7,1,26,1,[35],0
5,3,8,26,26,1,[246],0
5,4,9,246,246,1,[71],0
5,5,10,26,35,1,[54],0
5,6,11,35,54,1,[148],0
5,7,12,3,6,1,[19],0
5,8,13,3,26,1,[27],0
5,9,14,2,26,1,[578],0
5,10,14,19,26,1,-1,0
5,11,14,2,2,1,-1,0
5,12,15,1,27,1,[31],0
5,13,16,1,1,1,[10],0
5,14,17,3,10,1,[563],0
5,15,17,26,563,1,-1,0
5,16,17,27,563,1,-1,0
5,17,18,27,27,1,[100],0
5,18,18,27,578,1,-1,0
5,19,19,71,71,1,[256],0
5,20,20,256,256,1,[302],0
5,21,21,0,27,1,[106],0
5,22,22,1,2,1,[5],0
5,23,22,3,5,1,-1,0
5,24,22,2,563,1,-1,0
5,25,23,0,0,1,[478],0
5,26,24,0,478,1,[329],0
5,27,25,329,329,1,[514],0
5,28,26,514,514,1,[8],0
5,29,27,0,8,1,[9],0
5,30,27,8,8,1,-1,0
5,31,27,0,514,1,-1,0
5,32,27,0,329,1,-1,0
5,33,27,9,9,1,-1,0
5,34,27,478,478,1,-1,0
5,35,27,9,27,1,-1,0
5,36,27,27,514,1,-1,0
5,37,27,8,27,1,-1,0
5,38,28,2,5,1,[7],0
5,39,30,6,7,1,"[25, 20]",0
5,40,32,31,35,1,"[184, 286]",0
5,41,33,0,1,1,[4],0
5,42,34,2,578,1,[579],0
5,43,35,9,579,1,[247],0
5,44,36,1,247,1,[107],0
5,45,37,3,247,1,[162],0
5,46,39,107,162,1,"[532, 21]",0
5,47,39,1,21,1,-1,0
5,48,39,3,162,1,-1,0
5,49,39,162,162,1,-1,0
6,0,5,3,3,1,[6],0
6,1,6,2,6,1,[26],0
6,2,7,1,26,1,[35],0
6,3,8,26,26,1,[246],0
6,4,9,246,246,1,[71],0
6,5,10,26,35,1,[54],0
6,6,11,3,6,1,[19],0
6,7,12,35,54,1,[148],0
6,8,13,2,26,1,[578],0
6,9,14,19,26,1,[27],0
6,10,14,3,26,1,-1,0
6,11,15,1,27,1,[31],0
6,12,15,2,2,1,-1,0
6,13,16,1,1,1,[10],0
6,14,17,3,10,1,[563],0
6,15,17,26,563,1,-1,0
6,16,17,27,563,1,-1,0
6,17,18,27,578,1,[100],0
6,18,18,27,27,1,-1,0
6,19,19,71,71,1,[256],0
6,20,20,256,256,1,[302],0
6,21,21,0,27,1,[106],0
6,22,22,2,563,1,[5],0
6,23,22,3,5,1,-1,0
6,24,22,1,2,1,-1,0
6,25,23,0,0,1,[478],0
6,26,24,478,478,1,[329],0
6,27,25,329,329,1,[514],0
6,28,26,514,514,1,[8],0
6,29,27,0,8,1,[9],0
6,30,27,8,8,1,-1,0
6,31,27,0,514,1,-1,0
6,32,27,0,329,1,-1,0
6,33,27,9,9,1,-1,0
6,34,27,0,478,1,-1,0
6,35,27,27,514,1,-1,0
6,36,27,9,27,1,-1,0
6,37,27,8,27,1,-1,0
6,38,28,2,5,1,[7],0
6,39,30,6,7,1,"[25, 20]",0
6,40,32,31,35,1,"[184, 286]",0
6,41,33,2,578,1,[579],0
6,42,34,579,579,1,[247],0
6,43,35,1,247,1,[107],0
6,44,36,3,247,1,[162],0
6,45,38,107,162,1,"[532, 21]",0
6,46,38,1,21,1,-1,0
6,47,38,162,162,1,-1,0
6,48,38,3,162,1,-1,0
6,49,38,3,21,1,-1,0
7,0,5,3,3,1,[6],0
7,1,6,2,6,1,[26],0
7,2,7,1,26,1,[35],0
7,3,8,26,26,1,[246],0
7,4,9,246,246,1,[71],0
7,5,10,26,35,1,[54],0
7,6,11,3,6,1,[19],0
7,7,12,35,54,1,[148],0
7,8,13,3,26,1,[27],0
7,9,14,2,2,1,[578],0
7,10,14,2,26,1,-1,0
7,11,14,19,26,1,-1,0
7,12,15,1,27,1,[31],0
7,13,16,1,1,1,[10],0
7,14,17,3,10,1,[563],0
7,15,17,26,563,1,-1,0
7,16,17,27,563,1,-1,0
7,17,18,71,71,1,[256],0
7,18,19,256,256,1,[302],0
7,19,20,27,578,1,[100],0
7,20,20,27,27,1,-1,0
7,21,21,0,27,1,[106],0
7,22,22,2,563,1,[5],0
7,23,22,3,5,1,-1,0
7,24,22,1,2,1,-1,0
7,25,23,0,0,1,[478],0
7,26,24,0,478,1,[329],0
7,27,25,329,329,1,[514],0
7,28,26,0,514,1,[8],0
7,29,26,514,514,1,-1,0
7,30,27,0,8,1,[9],0
7,31,27,8,8,1,-1,0
7,32,27,0,329,1,-1,0
7,33,27,9,9,1,-1,0
7,34,27,478,478,1,-1,0
7,35,27,9,27,1,-1,0
7,36,27,8,27,1,-1,0
7,37,27,27,514,1,-1,0
7,38,28,2,5,1,[7],0
7,39,30,6,7,1,"[25, 20]",0
7,40,32,31,35,1,"[184, 286]",0
7,41,33,0,1,1,[4],0
7,42,33,0,563,1,-1,0
7,43,34,19,71,1,[150],0
7,44,35,578,578,1,[579],0
7,45,36,579,579,1,[247],0
7,46,37,1,247,1,[107],0
7,47,38,3,247,1,[162],0
7,48,40,107,162,1,"[532, 21]",0
7,49,40,1,21,1,-1,0
8,0,5,3,3,1,[6],0
8,1,6,2,6,1,[26],0
8,2,7,1,26,1,[35],0
8,3,8,26,26,1,[246],0
8,4,9,246,246,1,[71],0
8,5,10,26,35,1,[54],0
8,6,11,35,54,1,[148],0
8,7,12,3,6,1,[19],0
8,8,13,19,26,1,[27],0
8,9,13,3,26,1,-1,0
8,10,14,2,26,1,[578],0
8,11,14,2,2,1,-1,0
8,12,15,1,27,1,[31],0
8,13,16,1,1,1,[10],0
8,14,17,3,10,1,[563],0
8,15,17,26,563,1,-1,0
8,16,17,27,563,1,-1,0
8,17,18,27,578,1,[100],0
8,18,18,27,27,1,-1,0
8,19,19,71,71,1,[256],0
8,20,20,256,256,1,[302],0
8,21,21,2,563,1,[5],0
8,22,21,3,5,1,-1,0
8,23,22,0,27,1,[106],0
8,24,22,1,2,1,-1,0
8,25,23,0,0,1,[478],0
8,26,24,478,478,1,[329],0
8,27,25,329,329,1,[514],0
8,28,26,514,514,1,[8],0
8,29,27,0,8,1,[9],0
8,30,27,8,8,1,-1,0
8,31,27,0,514,1,-1,0
8,32,27,0,329,1,-1,0
8,33,27,9,9,1,-1,0
8,34,27,0,478,1,-1,0
8,35,27,27,514,1,-1,0
8,36,27,9,27,1,-1,0
8,37,27,8,27,1,-1,0
8,38,28,2,5,1,[7],0
8,39,30,6,7,1,"[25, 20]",0
8,40,32,31,35,1,"[184, 286]",0
8,41,33,2,578,1,[579],0
8,42,34,579,579,1,[247],0
8,43,35,1,247,1,[107],0
8,44,36,3,247,1,[162],0
8,45,38,107,162,1,"[532, 21]",0
8,46,38,1,21,1,-1,0
8,47,38,162,162,1,-1,0
8,48,38,3,162,1,-1,0
8,49,38,1,162,1,-1,0
9,0,5,3,3,1,[6],0
9,1,6,2,6,1,[26],0
9,2,7,1,26,1,[35],0
9,3,8,26,26,1,[246],0
9,4,9,246,246,1,[71],0
9,5,10,26,35,1,[54],0
9,6,11,35,54,1,[148],0
9,7,12,3,6,1,[19],0
9,8,13,2,26,1,[578],0
9,9,14,3,26,1,[27],0
9,10,14,2,2,1,-1,0
9,11,14,19,26,1,-1,0
9,12,15,1,27,1,[31],0
9,13,16,1,1,1,[10],0
9,14,17,3,10,1,[563],0
9,15,17,26,563,1,-1,0
9,16,17,27,563,1,-1,0
9,17,18,27,578,1,[100],0
9,18,18,27,27,1,-1,0
9,19,19,71,71,1,[256],0
9,20,20,256,256,1,[302],0
9,21,21,0,27,1,[106],0
9,22,22,2,563,1,[5],0
9,23,22,3,5,1,-1,0
9,24,22,1,2,1,-1,0
9,25,23,0,0,1,[478],0
9,26,24,478,478,1,[329],0
9,27,25,329,329,1,[514],0
9,28,26,0,514,1,[8],0
9,29,27,8,8,1,[9],0
9,30,27,0,8,1,-1,0
9,31,27,514,514,1,-1,0
9,32,27,0,329,1,-1,0
9,33,27,9,9,1,-1,0
9,34,27,0,478,1,-1,0
9,35,27,27,514,1,-1,0
9,36,27,8,27,1,-1,0
9,37,27,9,27,1,-1,0
9,38,28,2,5,1,[7],0
9,39,30,6,7,1,"[25, 20]",0
9,40,32,31,35,1,"[184, 286]",0
9,41,33,2,578,1,[579],0
9,42,34,9,579,1,[247],0
9,43,35,1,247,1,[107],0
9,44,36,3,247,1,[162],0
9,45,38,107,162,1,"[532, 21]",0
9,46,38,1,21,1,-1,0
9,47,38,162,162,1,-1,0
9,48,38,3,162,1,-1,0
9,49,38,1,162,1,-1,0
10,0,5,3,3,1,[6],0
10,1,6,2,6,1,[26],0
10,2,7,1,26,1,[35],0
10,3,8,26,26,1,[246],0
10,4,9,246,246,1,[71],0
10,5,10,26,35,1,[54],0
10,6,11,35,54,1,[148],0
10,7,12,3,6,1,[19],0
10,8,13,3,26,1,[27],0
10,9,14,2,26,1,[578],0
10,10,14,19,26,1,-1,0
10,11,14,2,2,1,-1,0
10,12,15,1,1,1,[10],0
10,13,16,3,10,1,[563],0
10,14,16,26,563,1,-1,0
10,15,17,27,563,1,[31],0
10,16,17,1,27,1,-1,0
10,17,18,27,27,1,[100],0
10,18,18,27,578,1,-1,0
10,19,19,71,71,1,[256],0
10,20,20,256,256,1,[302],0
10,21,21,1,2,1,[5],0
10,22,21,3,5,1,-1,0
10,23,21,2,563,1,-1,0
10,24,22,0,27,1,[106],0
10,25,23,0,0,1,[478],0
10,26,24,0,478,1,[329],0
10,27,25,329,329,1,[514],0
10,28,26,0,514,1,[8],0
10,29,27,0,8,1,[9],0
10,30,27,8,8,1,-1,0
10,31,27,514,514,1,-1,0
10,32,27,0,329,1,-1,0
10,33,27,9,9,1,-1,0
10,34,27,478,478,1,-1,0
10,35,27,8,27,1,-1,0
10,36,27,27,514,1,-1,0
10,37,27,9,27,1,-1,0
10,38,28,2,5,1,[7],0
10,39,30,6,7,1,"[25, 20]",0
10,40,32,31,35,1,"[184, 286]",0
10,41,32,31,31,1,-1,0
10,42,33,0,1,1,[4],0
10,43,34,578,578,1,[579],0
10,44,35,9,579,1,[247],0
10,45,36,1,247,1,[107],0
10,46,37,3,247,1,[162],0
10,47,39,107,162,1,"[532, 21]",0
10,48,39,1,21,1,-1,0
10,49,39,162,162,1,-1,0
11,0,5,3,3,1,[6],0
11,1,6,2,6,1,[26],0
11,2,7,1,26,1,[35],0
11,3,8,26,35,1,[54],0
11,4,9,26,26,1,[246],0
11,5,10,246,246,1,[71],0
11,6,11,35,54,1,[148],0
11,7,12,3,6,1,[19],0
11,8,13,3,26,1,[27],0
11,9,14,2,26,1,[578],0
11,10,14,19,26,1,-1,0
11,11,14,2,2,1,-1,0
11,12,15,1,27,1,[31],0
11,13,16,1,1,1,[10],0
11,14,17,3,10,1,[563],0
11,15,17,26,563,1,-1,0
11,16,17,27,563,1,-1,0
11,17,18,27,27,1,[100],0
11,18,18,27,578,1,-1,0
11,19,19,71,71,1,[256],0
11,20,20,256,256,1,[302],0
11,21,21,2,563,1,[5],0
11,22,21,3,5,1,-1,0
11,23,22,0,27,1,[106],0
11,24,22,1,2,1,-1,0
11,25,23,0,0,1,[478],0
11,26,24,478,478,1,[329],0
11,27,25,329,329,1,[514],0
11,28,26,0,514,1,[8],0
11,29,27,8,8,1,[9],0
11,30,27,0,8,1,-1,0
11,31,27,514,514,1,-1,0
11,32,27,0,329,1,-1,0
11,33,27,9,9,1,-1,0
11,34,27,0,478,1,-1,0
11,35,27,27,514,1,-1,0
11,36,27,8,27,1,-1,0
11,37,27,9,27,1,-1,0
11,38,28,2,5,1,[7],0
11,39,30,6,7,1,"[25, 20]",0
11,40,32,31,35,1,"[184, 286]",0
11,41,33,0,563,1,[4],0
11,42,33,31,31,1,-1,0
11,43,34,2,578,1,[579],0
11,44,35,9,579,1,[247],0
11,45,36,1,247,1,[107],0
11,46,37,3,247,1,[162],0
11,47,39,107,162,1,"[532, 21]",0
11,48,39,1,21,1,-1,0
11,49,39,162,162,1,-1,0
12,0,5,3,3,1,[6],0
12,1,6,2,6,1,[26],0
12,2,7,1,26,1,[35],0
12,3,8,26,26,1,[246],0
12,4,9,246,246,1,[71],0
12,5,10,26,35,1,[54],0
12,6,11,35,54,1,[148],0
12,7,12,3,6,1,[19],0
12,8,13,19,26,1,[27],0
12,9,14,2,2,1,[578],0
12,10,14,3,26,1,-1,0
12,11,14,2,26,1,-1,0
12,12,15,1,27,1,[31],0
12,13,16,1,1,1,[10],0
12,14,17,3,10,1,[563],0
12,15,17,26,563,1,-1,0
12,16,17,27,563,1,-1,0
12,17,18,27,578,1,[100],0
12,18,18,27,27,1,-1,0
12,19,19,71,71,1,[256],0
12,20,20,256,256,1,[302],0
12,21,21,1,2,1,[5],0
12,22,21,3,5,1,-1,0
12,23,22,0,27,1,[106],0
12,24,22,2,563,1,-1,0
12,25,23,0,0,1,[478],0
12,26,24,0,478,1,[329],0
12,27,25,0,329,1,[514],0
12,28,26,0,514,1,[8],0
12,29,27,0,8,1,[9],0
12,30,27,8,8,1,-1,0
12,31,27,514,514,1,-1,0
12,32,27,329,329,1,-1,0
12,33,27,9,9,1,-1,0
12,34,27,478,478,1,-1,0
12,35,27,9,27,1,-1,0
12,36,27,8,27,1,-1,0
12,37,27,27,514,1,-1,0
12,38,28,2,5,1,[7],0
12,39,30,6,7,1,"[25, 20]",0
12,40,32,31,35,1,"[184, 286]",0
12,41,33,578,578,1,[579],0
12,42,34,9,579,1,[247],0
12,43,35,1,247,1,[107],0
12,44,36,3,247,1,[162],0
12,45,38,107,162,1,"[532, 21]",0
12,46,38,1,21,1,-1,0
12,47,38,3,162,1,-1,0
12,48,38,162,162,1,-1,0
12,49,38,1,162,1,-1,0
13,0,5,3,3,1,[6],0
13,1,6,2,6,1,[26],0
13,2,7,1,26,1,[35],0
13,3,8,26,26,1,[246],0
13,4,9,246,246,1,[71],0
13,5,10,26,35,1,[54],0
13,6,11,35,54,1,[148],0
13,7,12,3,6,1,[19],0
13,8,13,19,26,1,[27],0
13,9,14,2,2,1,[578],0
13,10,14,3,26,1,-1,0
13,11,14,2,26,1,-1,0
13,12,15,1,27,1,[31],0
13,13,16,1,1,1,[10],0
13,14,17,3,10,1,[563],0
13,15,17,26,563,1,-1,0
13,16,17,27,563,1,-1,0
13,17,18,27,578,1,[100],0
13,18,18,27,27,1,-1,0
13,19,19,71,71,1,[256],0
13,20,20,256,256,1,[302],0
13,21,21,1,2,1,[5],0
13,22,21,3,5,1,-1,0
13,23,21,2,563,1,-1,0
13,24,22,0,27,1,[106],0
13,25,23,0,0,1,[478],0
13,26,24,478,478,1,[329],0
13,27,25,0,329,1,[514],0
13,28,26,514,514,1,[8],0
13,29,27,8,8,1,[9],0
13,30,27,0,8,1,-1,0
13,31,27,0,514,1,-1,0
13,32,27,329,329,1,-1,0
13,33,27,9,9,1,-1,0
13,34,27,0,478,1,-1,0
13,35,27,8,27,1,-1,0
13,36,27,27,514,1,-1,0
13,37,27,9,27,1,-1,0
13,38,28,2,5,1,[7],0
13,39,30,6,7,1,"[25, 20]",0
13,40,32,31,35,1,"[184, 286]",0
13,41,33,19,71,1,[150],0
13,42,34,0,563,1,[4],0
13,43,34,31,31,1,-1,0
13,44,35,578,578,1,[579],0
13,45,36,579,579,1,[247],0
13,46,37,1,247,1,[107],0
13,47,38,3,247,1,[162],0
13,48,40,107,162,1,"[532, 21]",0
13,49,40,1,21,1,-1,0
14,0,5,3,3,1,[6],0
14,1,6,2,6,1,[26],0
14,2,7,1,26,1,[35],0
14,3,8,26,35,1,[54],0
14,4,9,26,26,1,[246],0
14,5,10,246,246,1,[71],0
14,6,11,35,54,1,[148],0
14,7,12,3,6,1,[19],0
14,8,13,19,26,1,[27],0
14,9,13,3,26,1,-1,0
14,10,14,2,26,1,[578],0
14,11,14,2,2,1,-1,0
14,12,15,1,27,1,[31],0
14,13,16,1,1,1,[10],0
14,14,17,3,10,1,[563],0
14,15,17,26,563,1,-1,0
14,16,17,27,563,1,-1,0
14,17,18,71,71,1,[256],0
14,18,19,256,256,1,[302],0
14,19,20,27,578,1,[100],0
14,20,20,27,27,1,-1,0
14,21,21,2,563,1,[5],0
14,22,21,3,5,1,-1,0
14,23,22,0,27,1,[106],0
14,24,22,1,2,1,-1,0
14,25,23,0,0,1,[478],0
14,26,24,478,478,1,[329],0
14,27,25,329,329,1,[514],0
14,28,26,514,514,1,[8],0
14,29,27,0,8,1,[9],0
14,30,27,8,8,1,-1,0
14,31,27,0,514,1,-1,0
14,32,27,0,329,1,-1,0
14,33,27,9,9,1,-1,0
14,34,27,0,478,1,-1,0
14,35,27,9,27,1,-1,0
14,36,27,27,514,1,-1,0
14,37,27,8,27,1,-1,0
14,38,28,2,5,1,[7],0
14,39,30,6,7,1,"[25, 20]",0
14,40,32,31,35,1,"[184, 286]",0
14,41,33,2,578,1,[579],0
14,42,34,579,579,1,[247],0
14,43,35,1,247,1,[107],0
14,44,36,3,247,1,[162],0
14,45,38,107,162,1,"[532, 21]",0
14,46,38,1,21,1,-1,0
14,47,38,3,162,1,-1,0
14,48,38,162,162,1,-1,0
14,49,38,3,21,1,-1,0
15,0,5,3,3,1,[6],0
15,1,6,2,6,1,[26],0
15,2,7,1,26,1,[35],0
15,3,8,26,26,1,[246],0
15,4,9,246,246,1,[71],0
15,5,10,26,35,1,[54],0
15,6,11,35,54,1,[148],0
15,7,12,3,6,1,[19],0
15,8,13,2,26,1,[578],0
15,9,13,2,2,1,-1,0
15,10,14,19,26,1,[27],0
15,11,14,3,26,1,-1,0
15,12,15,1,27,1,[31],0
15,13,16,1,1,1,[10],0
15,14,17,3,10,1,[563],0
15,15,17,26,563,1,-1,0
15,16,17,27,563,1,-1,0
15,17,18,27,27,1,[100],0
15,18,18,27,578,1,-1,0
15,19,19,71,71,1,[256],0
15,20,20,256,256,1,[302],0
15,21,21,1,2,1,[5],0
15,22,21,3,5,1,-1,0
15,23,21,2,563,1,-1,0
15,24,22,0,27,1,[106],0
15,25,23,0,0,1,[478],0
15,26,24,478,478,1,[329],0
15,27,25,0,329,1,[514],0
15,28,26,514,514,1,[8],0
15,29,27,0,8,1,[9],0
15,30,27,8,8,1,-1,0
15,31,27,0,514,1,-1,0
15,32,27,329,329,1,-1,0
15,33,27,9,9,1,-1,0
15,34,27,0,478,1,-1,0
15,35,27,8,27,1,-1,0
15,36,27,27,514,1,-1,0
15,37,27,9,27,1,-1,0
15,38,28,2,5,1,[7],0
15,39,30,6,7,1,"[25, 20]",0
15,40,32,31,35,1,"[184, 286]",0
15,41,34,0,5,1,"[356, 4]",0
15,42,35,19,71,1,[150],0
15,43,36,2,578,1,[579],0
15,44,37,579,579,1,[247],0
15,45,38,1,247,1,[107],0
15,46,39,3,247,1,[162],0
15,47,41,107,162,1,"[532, 21]",0
15,48,41,1,21,1,-1,0
15,49,41,162,162,1,-1,0
16,0,5,3,3,1,[6],0
16,1,6,2,6,1,[26],0
16,2,7,1,26,1,[35],0
16,3,8,26,35,1,[54],0
16,4,9,26,26,1,[246],0
16,5,10,246,246,1,[71],0
