4.0
5.0
6.0
7.0
8.0
9.0
10.0
11.0
12.0
13.0
13.8
14.1
14.25
15.0
16.0
16.95
17.0
17.0
18.0
18.1
19.1
20.0
21.0
21.35
21.7
22.0
23.0
24.0
25.0
26.0
26.95
27.0
27.0
27.0
27.0
27.0
27.0
27.0
27.0
28.0
30.0
32.0
32.95
33.8
34.7
35.7
37.0
37.95
38.65
39.0
39.1
